"UniqueID","Probability"
11865,0.813055875598257
11879,0.431154636967924
11881,0.558447992586375
11885,0.268535782421065
11886,0.186429039546601
11888,0.214695165912181
11889,0.0292348633473548
11891,0.999999906592968
11892,0.405638383721746
11895,0.321455076933873
11913,0.851587237729731
11916,0.163597296390868
11927,0.813079691092012
11928,0.383869684716722
11929,0.228216490318414
11930,0.999872239240142
11931,0.377221319849415
11932,0.158277920285094
11936,0.190595218927774
11940,0.662246677714098
11946,0.813079691092012
11950,0.36003646078904
11952,0.236291353057045
11953,0.999973375055965
11956,0.999872239240142
11958,0.192517452816455
11963,0.228655680361972
11964,0.250326939097218
11967,0.849907105657161
11968,0.801663387791676
11972,0.869793107815927
11974,0.999999962144548
11984,0.88884830169943
11985,0.999872239240142
11987,0.824936171615503
11988,0.0837349370845644
11994,0.233890848361713
11998,0.321019603178904
11999,0.413643090252005
12000,0.849907105657161
12002,0.999997369410432
12005,0.943633229212981
12007,0.851904867740672
12011,0.999833665059901
12021,0.908272998922878
12022,0.843423150133047
12032,0.735139179510831
12036,0.321017858926975
12045,0.634631067679845
12046,0.771694415743719
12047,0.218516911522992
12048,0.752503873023388
12052,0.322372531036743
12053,0.762532720481587
12060,0.329129873365235
12064,0.761207510315
12065,0.754055107664637
12066,0.652323885714678
12069,0.234902973031686
12070,0.152127104904516
12072,0.849927093064455
12079,0.764213023877851
12081,0.834614413723881
12082,0.81543761969436
12085,0.202345769576176
12092,0.702060496127638
12096,0.993428820888333
12105,0.999900548062462
12111,0.710115401028903
12112,0.610880328237816
12114,0.89886047652651
12116,0.849927093064455
12118,0.973923937636573
12119,0.257387319793742
12123,0.997900277687936
12126,0.882814249256379
12128,0.212461495227531
12129,0.947473736859285
12138,0.769709512812757
12142,0.250895495213723
12143,0.152334211348989
12144,0.136163165897589
12145,0.81543761969436
12150,0.135536112447984
12161,0.849927093064455
12165,0.352291909739857
12166,0.999871934227865
12167,0.528520130076837
12177,0.998802339750542
12179,0.280332965040874
12182,0.807194089710329
12183,0.699552613566186
12190,0.927978680650705
12193,0.219963133883957
12194,0.374802973347419
12195,0.164004076934114
12196,0.871743546065664
12203,0.471861604730193
12206,0.828100940790715
12207,0.312825589748544
12214,0.697345211354001
12218,0.328319244094039
12222,0.208019922579936
12228,0.810323172950561
12230,0.765674990126092
12235,0.210811362876087
12239,0.649838973200126
12241,0.234308282120742
12243,0.281126358848586
12257,0.530150054899818
12259,0.164439453629979
12262,0.199341022021359
12264,0.851904867740672
12265,0.999749053604872
12266,0.107492476856476
12271,0.999841385916874
12272,0.723678788599286
12274,0.483453735634884
12275,0.714558751720055
12279,0.322372531036743
12280,0.634328925400029
12285,0.720961047270784
12294,0.239166718381337
12297,0.697345211354001
12299,0.377221319849415
12303,0.480028873860504
12304,0.287140293095243
12307,0.284319750034403
12311,0.0684155959937547
12312,0.288142050039578
12313,0.186606449143214
12314,0.173985906810983
12320,0.164513674583613
12324,0.827914164562079
12327,0.253066923644979
12328,0.187954092812345
12330,0.204343951728048
12332,0.999833665059901
12333,0.131008264159792
12334,0.221060976072454
12335,0.161612161379355
12338,0.101663064433133
12343,0.153469419924955
12344,0.58124761354594
12345,0.383913386816429
12346,0.718478159959944
12349,0.318988240080181
12351,0.16466247381699
12354,0.99995426295494
12357,0.653497080045357
12358,0.267629507421371
12361,0.458069380017965
12365,0.259387970748277
12367,0.720961047270784
12370,0.164160890187324
12373,0.230777592046216
12374,0.999843863718107
12378,0.472941420627319
12380,0.259066726217076
12382,0.164005470824128
12389,0.158925156139931
12391,0.714013547862454
12393,0.226391345420977
12396,0.278354045657074
12398,0.155062442957727
12400,0.239214244433287
12408,0.406120672755007
12409,0.28606388360648
12411,0.236668683513575
12412,0.126487109731845
12413,0.889204291395806
12422,0.100087205930213
12424,0.158202561365947
12427,0.115282245974321
12432,0.999871934227865
12436,0.230151302108132
12437,0.315658224292631
12438,0.151369385349784
12441,0.324618349411679
12444,0.120618819834525
12446,0.214450165606824
12451,0.217414136587601
12453,0.126487109731845
12454,0.221253675137451
12457,0.153798824888773
12458,0.0931855698034039
12461,0.999928715158602
12463,0.144028144227054
12469,0.0153571625473037
12486,0.666823106014587
12488,0.194252553326755
12489,0.19027836021485
12491,0.809721631550851
12498,0.999833665059901
12500,0.0432342769834683
12501,0.448711338654488
12502,0.540299332785655
12503,0.358242964547013
12505,0.353776236886213
12506,0.379897249196181
12508,0.379897249196181
12509,0.292850737563907
12510,0.243139310768318
12514,0.0735247401506775
12516,0.229313507092535
12517,0.130303541616775
12519,0.339164870182145
12520,0.0635401007419239
12524,0.0347182765595679
12525,0.208019922579936
12528,0.208701025543052
12529,0.119477878504355
12531,0.312806877382744
12532,0.0677168894998853
12536,0.157850849393244
12537,0.172214106319514
12538,0.157107063020985
12539,0.260209026234915
12540,0.21667193556828
12541,0.190710239907661
12547,0.11703397534204
12548,0.0986205989008664
12552,0.0931097220862091
12554,0.160883712814863
12556,0.671800766147269
12558,0.539290184503063
12559,0.999554813705464
12563,0.603777699110405
12568,0.998920287903244
12570,0.864887587488535
12575,0.633619869535228
12579,0.842069065018431
12581,0.998920287903244
12584,0.697083503374193
12585,0.339736405969491
12587,0.442222096064578
12590,0.446580027978681
12604,0.0869917454075166
12606,0.999999192915397
12612,0.949984683631852
12613,0.0655470038572108
12618,0.0723780069930649
12619,0.57920509227694
12626,0.118100759039872
12630,0.613986086987602
12633,0.178938509045577
12642,0.184435075456795
12643,0.831706204230314
12649,0.748772763683031
12656,0.603148433496845
12657,0.377245860480134
11862,0.308844257265259
11873,0.463521415135955
11875,0.868098875854854
11877,0.829483052377388
11880,0.324801093886715
11883,0.243533076028698
11887,0.361012912644757
11896,0.126664405699627
11898,0.187704391422861
11900,0.104686052418602
11906,0.98630093965108
11907,0.212774783852956
11910,0.330967326485564
11915,0.375666488277753
11917,0.158324883574232
11926,0.104256447219966
11933,0.86680290415318
11934,0.244487370929482
11935,0.126300246679143
11938,0.757343531468409
11941,0.439723112985479
11942,0.969634105186447
11943,0.178352300258598
11947,0.999999967865236
11951,0.197544304534182
11957,0.137954859130216
11962,0.258704707314093
11965,0.197544304534182
11966,0.842706739753552
11969,0.729362284224753
11971,0.559950836023828
11976,0.728530866826918
11978,0.370488273258131
11979,0.999999104570465
11980,0.873579532581914
11982,0.793224310106968
11986,0.410590228240029
11989,0.99999991511194
11991,0.900138532789254
11992,0.855534658334627
11993,0.999999952124456
11997,0.381700284957854
12001,0.761829340069485
12010,0.999999936903875
12012,0.256657565509836
12014,0.338651421288638
12015,0.761829340069485
12016,0.267589490257934
12017,0.999999104570465
12019,0.84255814134651
12024,0.220088582420378
12026,0.999999920709172
12027,0.999999485779429
12033,0.495705840129304
12034,0.531616988474251
12037,0.486249954838358
12039,0.856425569005347
12040,0.176044826842612
12043,0.126008609042024
12050,0.127822328417895
12055,0.976594089406208
12056,0.980195889601762
12061,0.999999999999307
12062,0.999999912515497
12067,0.927343177484616
12074,0.344463844053174
12075,0.474335111698425
12078,0.144284184454625
12083,0.940106005076193
12089,0.669444813199489
12090,0.96601339795941
12094,0.8334394044911
12100,0.345572387842792
12101,0.144284184454625
12102,0.999999992293895
12103,0.0886798934746327
12104,0.158314087183484
12109,0.34081397763677
12110,0.15303604660117
12122,0.462526540741995
12127,0.818786999249328
12131,0.176513567824005
